,pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
80752,100,18,268,1,1,1.0
81495,101,18,268,1,1,2.0
118690,145,18,268,1,36,
140599,170,18,268,1,50,
141345,171,18,268,1,58,
142030,172,18,268,2,0,
147943,179,18,268,1,15,
147944,179,18,268,2,0,
148623,180,18,268,1,16,
149401,181,18,268,1,16,
246022,309,18,268,1,44,
246679,310,18,268,1,48,
247347,311,18,268,1,28,
248020,312,18,268,1,28,
310488,403,18,268,1,9,
310876,404,18,268,1,9,
311288,405,18,268,1,1,4.0
311289,405,18,268,1,9,
316378,417,18,268,2,0,
349702,479,18,268,1,1,2.0
349703,479,18,268,1,57,
367218,522,18,268,1,8,
367493,523,18,268,1,1,4.0
367494,523,18,268,1,8,
389070,587,18,268,1,10,
392810,599,18,268,1,6,
393068,600,18,268,1,1,2.0
393069,600,18,268,1,6,
393353,601,18,268,1,1,4.0
393354,601,18,268,1,6,
407441,642,18,268,1,49,
419868,694,18,268,1,11,
420060,695,18,268,1,1,6.0
421762,702,18,268,1,11,
427548,737,18,268,1,0,
427549,737,18,268,1,1,1.0
427647,738,18,268,1,1,3.0
431396,777,18,268,1,13,
432352,785,18,268,1,26,
433345,796,18,268,1,1,3.0
434192,807,18,268,1,26,
438537,10008,18,268,1,1,2.0
438538,10008,18,268,1,57,
438932,10009,18,268,1,1,2.0
438933,10009,18,268,1,57,
439326,10010,18,268,1,1,2.0
439327,10010,18,268,1,57,
439719,10011,18,268,1,1,2.0
439720,10011,18,268,1,57,
440113,10012,18,268,1,1,2.0
440114,10012,18,268,1,57,
443889,10020,18,268,1,49,
450454,10045,18,268,1,16,
453105,10055,18,268,1,48,
461335,10109,18,268,1,4,
461439,10110,18,268,1,1,3.0
461440,10110,18,268,1,4,
461554,10111,18,268,1,1,4.0
461555,10111,18,268,1,4,
462733,10122,18,268,1,1,3.0
465609,10154,18,268,1,13,
