,pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
27522,37,9,109,1,17,
28298,38,9,109,1,1,4.0
30942,41,9,109,1,21,
31753,42,9,109,1,21,
41164,54,9,109,2,0,
56553,72,9,109,2,0,
73001,92,9,109,1,19,
73892,93,9,109,1,19,
74823,94,9,109,1,19,
98959,121,9,109,1,28,
99849,122,9,109,2,0,
103657,126,9,109,1,25,
107164,131,9,109,1,7,
113593,140,9,109,2,0,
139341,169,9,109,1,21,
140108,170,9,109,1,17,
140860,171,9,109,1,17,
145829,177,9,109,1,23,
146703,178,9,109,1,23,
161096,197,9,109,1,29,
161836,198,9,109,2,0,
163741,200,9,109,1,14,
181417,222,9,109,2,0,
184505,226,9,109,1,37,
190797,234,9,109,1,23,
194783,240,9,109,1,25,
223217,280,9,109,2,0,
232023,292,9,109,1,31,
239393,302,9,109,1,46,
248257,313,9,109,1,9,
256998,325,9,109,1,18,
257816,326,9,109,1,18,
272502,345,9,109,1,22,
273161,346,9,109,1,22,
275179,349,9,109,2,0,
278085,353,9,109,2,0,
279670,355,9,109,1,17,
280485,356,9,109,1,17,
287449,366,9,109,2,0,
315464,416,9,109,1,7,
325605,436,9,109,1,14,
326126,437,9,109,1,14,
327217,439,9,109,2,0,
328852,442,9,109,1,1,3.0
333645,451,9,109,2,0,
337583,458,9,109,1,37,
342734,467,9,109,1,25,
348183,477,9,109,1,17,
348817,478,9,109,1,19,
349332,479,9,109,1,1,5.0
353227,486,9,109,1,1,6.0
438167,10008,9,109,1,1,5.0
438562,10009,9,109,1,1,5.0
438956,10010,9,109,1,1,5.0
439349,10011,9,109,1,1,5.0
439743,10012,9,109,1,1,5.0
