,pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
73277,92,14,123,2,0,
88432,109,14,123,1,4,
89253,110,14,123,1,1,3.0
89254,110,14,123,1,4,
103880,126,14,123,1,1,1.0
110560,136,14,123,1,33,
178499,218,14,123,1,1,2.0
179262,219,14,123,1,1,2.0
186477,228,14,123,1,8,
187337,229,14,123,1,1,5.0
187338,229,14,123,1,8,
195011,240,14,123,1,1,1.0
250741,316,14,123,2,0,
256488,324,14,123,1,4,
324744,434,14,123,2,0,
342916,467,14,123,1,1,2.0
358968,498,14,123,1,19,
359330,499,14,123,1,20,
359716,500,14,123,1,20,
394868,607,14,123,1,5,
395232,608,14,123,1,1,4.0
395233,608,14,123,1,5,
395551,609,14,123,1,1,1.0
