,pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
9374,15,12,31,1,1,
9375,15,12,31,1,10,
13875,21,12,31,1,13,
14558,22,12,31,1,1,4.0
14559,22,12,31,1,13,
22964,32,12,31,1,30,
23767,33,12,31,1,34,
61652,78,12,31,1,40,
66134,83,12,31,1,16,
66925,84,12,31,1,13,
67616,85,12,31,1,1,4.0
67617,85,12,31,1,13,
90108,111,12,31,1,15,
91193,112,12,31,1,1,4.0
91194,112,12,31,1,15,
96872,118,12,31,1,29,
97584,119,12,31,1,29,
174736,214,12,31,1,17,
180760,221,12,31,1,33,
185521,227,12,31,1,26,
189392,232,12,31,1,25,
263261,333,12,31,1,18,
264010,334,12,31,1,18,
