,pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
2927,4,10,424,1,25,
3802,5,10,424,1,28,
4715,6,10,424,1,28,
16103,24,10,424,1,1,3.0
45221,58,10,424,1,28,
45984,59,10,424,1,1,4.0
90037,111,10,424,2,0,
110432,136,10,424,1,43,
115518,142,10,424,1,1,2.0
169389,208,10,424,1,1,3.0
170368,209,10,424,1,1,2.0
170369,209,10,424,2,0,
171385,210,10,424,1,1,2.0
186325,228,10,424,1,30,
186326,228,10,424,2,0,
187188,229,10,424,1,32,
189342,232,10,424,1,1,1.0
198503,244,10,424,1,50,
201751,248,10,424,1,1,3.0
212535,261,10,424,2,0,
234273,295,10,424,1,1,2.0
240503,303,10,424,2,0,
245633,309,10,424,2,0,
246315,310,10,424,1,1,1.0
290637,371,10,424,2,0,
292034,373,10,424,1,1,1.0
310183,403,10,424,2,0,
330512,445,10,424,1,1,1.0
333304,450,10,424,1,1,2.0
334353,452,10,424,1,1,3.0
345287,472,10,424,1,1,3.0
352810,485,10,424,1,17,
