,pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
776,1,17,216,4,0,
1528,2,17,216,4,0,
2361,3,17,216,4,0,
3285,4,17,216,4,0,
4109,5,17,216,4,0,
5130,6,17,216,4,0,
6097,7,17,216,4,0,
6944,8,17,216,4,0,
7905,9,17,216,4,0,
8790,12,17,216,4,0,
9618,15,17,216,4,0,
10323,16,17,216,4,0,
10971,17,17,216,4,0,
11651,18,17,216,4,0,
12516,19,17,216,4,0,
13389,20,17,216,4,0,
14108,21,17,216,4,0,
14776,22,17,216,4,0,
15604,23,17,216,4,0,
16447,24,17,216,4,0,
17256,25,17,216,4,0,
17940,26,17,216,4,0,
18830,27,17,216,4,0,
19729,28,17,216,4,0,
20598,29,17,216,4,0,
21360,30,17,216,4,0,
22377,31,17,216,4,0,
23250,32,17,216,4,0,
24005,33,17,216,4,0,
25012,34,17,216,4,0,
26150,35,17,216,4,0,
27149,36,17,216,4,0,
27978,37,17,216,4,0,
28623,38,17,216,4,0,
29635,39,17,216,4,0,
30584,40,17,216,4,0,
31389,41,17,216,4,0,
32162,42,17,216,4,0,
32875,43,17,216,4,0,
33543,44,17,216,4,0,
34123,45,17,216,4,0,
34958,46,17,216,4,0,
35759,47,17,216,4,0,
36489,48,17,216,4,0,
37275,49,17,216,4,0,
38057,50,17,216,4,0,
38818,51,17,216,4,0,
39757,52,17,216,4,0,
40684,53,17,216,4,0,
41683,54,17,216,4,0,
42642,55,17,216,4,0,
43688,56,17,216,4,0,
44714,57,17,216,4,0,
45574,58,17,216,4,0,
46241,59,17,216,4,0,
47002,60,17,216,4,0,
47811,61,17,216,4,0,
48605,62,17,216,4,0,
49420,63,17,216,4,0,
50350,64,17,216,4,0,
51313,65,17,216,4,0,
52288,66,17,216,4,0,
53172,67,17,216,4,0,
54071,68,17,216,4,0,
54864,69,17,216,4,0,
55571,70,17,216,4,0,
56174,71,17,216,4,0,
56995,72,17,216,4,0,
57808,73,17,216,4,0,
58689,74,17,216,4,0,
59533,75,17,216,4,0,
60431,76,17,216,4,0,
61171,77,17,216,4,0,
61899,78,17,216,4,0,
62943,79,17,216,4,0,
64077,80,17,216,4,0,
64790,81,17,216,4,0,
65550,82,17,216,4,0,
66427,83,17,216,4,0,
67148,84,17,216,4,0,
67843,85,17,216,4,0,
68651,86,17,216,4,0,
69436,87,17,216,4,0,
70347,88,17,216,4,0,
71266,89,17,216,4,0,
72016,90,17,216,4,0,
72632,91,17,216,4,0,
73511,92,17,216,4,0,
74360,93,17,216,4,0,
75360,94,17,216,4,0,
76271,95,17,216,4,0,
77287,96,17,216,4,0,
78284,97,17,216,4,0,
79187,98,17,216,4,0,
80025,99,17,216,4,0,
80702,100,17,216,4,0,
81440,101,17,216,4,0,
82318,102,17,216,4,0,
83051,103,17,216,4,0,
84043,104,17,216,4,0,
85036,105,17,216,4,0,
85840,106,17,216,4,0,
86642,107,17,216,4,0,
87784,108,17,216,4,0,
88641,109,17,216,4,0,
89436,110,17,216,4,0,
90448,111,17,216,4,0,
91556,112,17,216,4,0,
92819,113,17,216,4,0,
93733,114,17,216,4,0,
94929,115,17,216,4,0,
95702,116,17,216,4,0,
96393,117,17,216,4,0,
97118,118,17,216,4,0,
97810,119,17,216,4,0,
98600,120,17,216,4,0,
99341,121,17,216,4,0,
100513,122,17,216,4,0,
101422,123,17,216,4,0,
102417,124,17,216,4,0,
103271,125,17,216,4,0,
104046,126,17,216,4,0,
104895,127,17,216,4,0,
105762,128,17,216,4,0,
106688,130,17,216,4,0,
107689,131,17,216,4,0,
108422,133,17,216,4,0,
109224,134,17,216,4,0,
109991,135,17,216,4,0,
110722,136,17,216,4,0,
111540,137,17,216,4,0,
112383,138,17,216,4,0,
113200,139,17,216,4,0,
114037,140,17,216,4,0,
114954,141,17,216,4,0,
115930,142,17,216,4,0,
117084,143,17,216,4,0,
117864,144,17,216,4,0,
118634,145,17,216,4,0,
119378,146,17,216,4,0,
120267,147,17,216,4,0,
