,pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
139048,168,18,14,1,0,
139049,168,18,14,1,1,1.0
139050,168,18,14,4,0,
139051,168,18,40,1,1,6.0
139052,168,18,42,1,41,
139053,168,18,63,4,0,
139054,168,18,71,1,1,9.0
139055,168,18,71,1,5,
139056,168,18,76,4,0,
139057,168,18,81,1,1,7.0
139058,168,18,92,4,0,
139059,168,18,94,1,46,
139060,168,18,94,4,0,
139061,168,18,97,1,37,
139062,168,18,101,1,15,
139063,168,18,104,4,0,
139064,168,18,116,1,1,2.0
139065,168,18,132,1,1,8.0
139066,168,18,141,4,0,
139067,168,18,154,1,23,
139068,168,18,156,4,0,
139069,168,18,164,4,0,
139070,168,18,168,4,0,
139071,168,18,169,1,32,
139072,168,18,182,4,0,
139073,168,18,184,1,12,
139074,168,18,188,4,0,
139075,168,18,207,4,0,
139076,168,18,213,4,0,
139077,168,18,214,4,0,
139078,168,18,216,4,0,
139079,168,18,218,4,0,
139080,168,18,237,4,0,
139081,168,18,241,4,0,
139082,168,18,263,4,0,
139083,168,18,389,1,28,
139084,168,18,398,1,50,
139085,168,18,398,4,0,
139086,168,18,404,4,0,
139087,168,18,416,4,0,
139088,168,18,425,1,19,
139089,168,18,440,1,55,
139090,168,18,450,1,1,5.0
139091,168,18,474,4,0,
139092,168,18,496,4,0,
139093,168,18,564,1,58,
139094,168,18,565,1,1,4.0
139095,168,18,590,4,0,
139096,168,18,599,1,1,3.0
139097,168,18,611,1,8,
139098,168,18,611,4,0,
139099,168,18,672,1,63,
139100,168,18,684,4,0,
