,pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
48822,63,6,5,3,0,
48823,63,6,7,2,0,
48824,63,6,7,3,0,
48825,63,6,8,2,0,
48826,63,6,8,3,0,
48827,63,6,9,2,0,
48828,63,6,9,3,0,
48829,63,6,25,3,0,
48830,63,6,34,3,0,
48831,63,6,38,3,0,
48832,63,6,68,3,0,
48833,63,6,69,3,0,
48834,63,6,86,3,0,
48835,63,6,92,4,0,
48836,63,6,94,4,0,
48837,63,6,100,1,1,
48838,63,6,102,3,0,
48839,63,6,104,4,0,
48840,63,6,112,2,0,
48841,63,6,113,4,0,
48842,63,6,115,4,0,
48843,63,6,118,3,0,
48844,63,6,138,3,0,
48845,63,6,148,4,0,
48846,63,6,156,4,0,
48847,63,6,164,3,0,
48848,63,6,168,4,0,
48849,63,6,173,3,0,
48850,63,6,182,4,0,
48851,63,6,203,3,0,
48852,63,6,207,3,0,
48853,63,6,213,4,0,
48854,63,6,214,3,0,
48855,63,6,216,4,0,
48856,63,6,218,4,0,
48857,63,6,219,4,0,
48858,63,6,223,3,0,
48859,63,6,227,2,0,
48860,63,6,231,4,0,
48861,63,6,237,4,0,
48862,63,6,240,4,0,
48863,63,6,241,4,0,
48864,63,6,244,3,0,
48865,63,6,247,4,0,
48866,63,6,259,4,0,
48867,63,6,263,4,0,
48868,63,6,264,4,0,
48869,63,6,269,4,0,
48870,63,6,282,2,0,
48871,63,6,285,4,0,
48872,63,6,289,4,0,
48873,63,6,290,4,0,
48874,63,6,347,4,0,
48875,63,6,351,4,0,
