,pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
220582,276,8,17,1,13,
220583,276,8,18,2,0,
220584,276,8,19,4,0,
220585,276,8,45,1,1,2.0
220586,276,8,48,2,0,
220587,276,8,64,1,1,1.0
220588,276,8,92,4,0,
220589,276,8,97,1,43,
220590,276,8,98,1,8,
220591,276,8,99,2,0,
220592,276,8,104,1,19,
220593,276,8,104,4,0,
220594,276,8,116,1,4,
220595,276,8,119,2,0,
220596,276,8,143,2,0,
220597,276,8,156,4,0,
220598,276,8,164,4,0,
220599,276,8,168,4,0,
220600,276,8,182,4,0,
220601,276,8,203,4,0,
220602,276,8,207,4,0,
220603,276,8,211,4,0,
220604,276,8,213,4,0,
220605,276,8,214,4,0,
220606,276,8,216,4,0,
220607,276,8,218,4,0,
220608,276,8,228,2,0,
220609,276,8,237,4,0,
220610,276,8,240,4,0,
220611,276,8,241,4,0,
220612,276,8,263,4,0,
220613,276,8,283,1,26,
220614,276,8,287,2,0,
220615,276,8,290,4,0,
220616,276,8,332,1,34,
220617,276,8,332,4,0,
220618,276,8,355,4,0,
220619,276,8,363,4,0,
220620,276,8,365,4,0,
220621,276,8,369,4,0,
220622,276,8,403,1,53,
220623,276,8,413,2,0,
220624,276,8,432,4,0,
220625,276,8,445,4,0,
