,pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
43663,56,17,67,1,1,3.0
44692,57,17,67,1,1,5.0
52268,66,17,67,1,1,1.0
53153,67,17,67,1,1,1.0
54050,68,17,67,1,1,3.0
61153,77,17,67,2,0,
103247,125,17,67,1,8,
152368,185,17,67,1,1,5.0
152369,185,17,67,1,8,
194420,239,17,67,1,8,
208227,255,17,67,2,0,
262055,331,17,67,2,0,
321299,427,17,67,2,0,
327032,438,17,67,1,8,
332015,447,17,67,2,0,
342546,466,17,67,1,1,7.0
342547,466,17,67,1,8,
361656,505,17,67,1,1,6.0
363696,511,17,67,2,0,
364368,513,17,67,2,0,
365067,515,17,67,2,0,
370581,532,17,67,1,12,
370924,533,17,67,1,12,
371266,534,17,67,1,12,
379274,559,17,67,1,16,
379691,560,17,67,1,16,
399119,619,17,67,2,0,
433178,795,17,67,1,1,3.0
