,pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
100557,122,17,581,1,1,1.0
142846,173,17,581,2,0,
143640,174,17,581,2,0,
223787,280,17,581,2,0,
225445,282,17,581,1,1,3.0
240992,303,17,581,2,0,
370235,531,17,581,1,1,3.0
414305,669,17,581,1,37,
414479,670,17,581,1,43,
414655,671,17,581,1,1,9.0
416319,678,17,581,1,50,
417079,682,17,581,1,42,
417309,683,17,581,1,42,
421229,700,17,581,1,29,
424804,716,17,581,1,63,
426714,728,17,581,1,46,
426804,729,17,581,1,55,
426897,730,17,581,1,60,
432651,788,17,581,1,1,1.0
451987,10051,17,581,1,1,3.0
454558,10061,17,581,1,43,
456416,10069,17,581,1,1,3.0
