,pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
32938,43,18,321,2,0,
52369,66,18,321,2,0,
54931,69,18,321,2,0,
57064,72,18,321,2,0,
79254,98,18,321,2,0,
93803,114,18,321,1,44,
107763,131,18,321,2,0,
108485,133,18,321,2,0,
112449,138,18,321,1,43,
113257,139,18,321,1,48,
142032,172,18,321,2,0,
142887,173,18,321,2,0,
156305,190,18,321,1,15,
214411,263,18,321,2,0,
217160,270,18,321,2,0,
228949,287,18,321,2,0,
236918,298,18,321,2,0,
238508,300,18,321,2,0,
241044,303,18,321,2,0,
253895,320,18,321,2,0,
269106,340,18,321,1,1,4.0
272969,345,18,321,2,0,
275522,349,18,321,2,0,
302841,387,18,321,2,0,
317826,420,18,321,2,0,
319671,424,18,321,1,15,
327805,439,18,321,1,1,1.0
337057,456,18,321,2,0,
342058,465,18,321,1,46,
363782,511,18,321,2,0,
364462,513,18,321,2,0,
365155,515,18,321,2,0,
374891,546,18,321,2,0,
384093,572,18,321,1,9,
384350,573,18,321,1,1,4.0
384750,574,18,321,1,7,
385135,575,18,321,1,1,3.0
385136,575,18,321,1,7,
385541,576,18,321,1,1,3.0
385542,576,18,321,1,7,
389073,587,18,321,2,0,
391248,594,18,321,2,0,
403637,631,18,321,2,0,
418519,688,18,321,2,0,
430751,771,18,321,2,0,
431398,777,18,321,2,0,
432465,786,18,321,1,38,
433043,793,18,321,1,1,3.0
