,pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
6144,7,18,145,1,13,
6979,8,18,145,1,13,
7953,9,18,145,1,13,
47039,60,18,145,1,11,
47844,61,18,145,1,11,
57045,72,18,145,2,0,
79227,98,18,145,1,1,2.0
80061,99,18,145,1,1,3.0
95738,116,18,145,1,1,
96426,117,18,145,1,1,2.0
140582,170,18,145,1,1,1.0
141324,171,18,145,1,1,6.0
150793,183,18,145,1,7,
151587,184,18,145,1,7,
172713,211,18,145,1,13,
182012,222,18,145,1,4,
185037,226,18,145,1,1,6.0
188269,230,18,145,1,1,3.0
217135,270,18,145,1,9,
217817,271,18,145,1,9,
226079,283,18,145,1,1,
226740,284,18,145,1,1,5.0
236898,298,18,145,1,7,
269878,341,18,145,1,1,
270699,342,18,145,1,1,2.0
306169,393,18,145,1,8,
306652,394,18,145,1,1,4.0
306653,394,18,145,1,8,
307239,395,18,145,1,1,5.0
307240,395,18,145,1,8,
337974,458,18,145,1,1,2.0
355097,489,18,145,1,1,1.0
355575,490,18,145,1,1,2.0
371612,535,18,145,1,1,1.0
371874,536,18,145,1,1,1.0
372222,537,18,145,1,1,2.0
390555,592,18,145,1,1,1.0
390894,593,18,145,1,1,3.0
411882,656,18,145,1,5,
412101,657,18,145,1,1,3.0
412102,657,18,145,1,5,
412352,658,18,145,1,1,8.0
412353,658,18,145,1,5,
419017,690,18,145,1,12,
419226,691,18,145,1,12,
419419,692,18,145,1,12,
419634,693,18,145,1,12,
422123,704,18,145,1,1,2.0
422277,705,18,145,1,1,2.0
422490,706,18,145,1,1,5.0
427719,739,18,145,1,1,
427824,740,18,145,1,1,2.0
428822,751,18,145,1,1,2.0
428911,752,18,145,1,1,3.0
448029,10036,18,145,1,13,
462124,10116,18,145,1,1,8.0
462125,10116,18,145,1,5,
462248,10117,18,145,1,1,8.0
462249,10117,18,145,1,5,
465552,10153,18,145,1,1,3.0
