,pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
5611,7,9,57,4,0,
6529,8,9,57,4,0,
7392,9,9,57,4,0,
21823,31,9,57,4,0,
24461,34,9,57,4,0,
41151,54,9,57,4,0,
42140,55,9,57,4,0,
46596,60,9,57,4,0,
47409,61,9,57,4,0,
48194,62,9,57,4,0,
56545,72,9,57,4,0,
57385,73,9,57,4,0,
62372,79,9,57,4,0,
63481,80,9,57,4,0,
68208,86,9,57,4,0,
69027,87,9,57,4,0,
71631,90,9,57,4,0,
72320,91,9,57,4,0,
78705,98,9,57,4,0,
79575,99,9,57,4,0,
87181,108,9,57,4,0,
90972,112,9,57,4,0,
94282,115,9,57,4,0,
95307,116,9,57,4,0,
96033,117,9,57,4,0,
96723,118,9,57,4,0,
97449,119,9,57,4,0,
98182,120,9,57,4,0,
98948,121,9,57,4,0,
105298,128,9,57,4,0,
106220,130,9,57,4,0,
107152,131,9,57,4,0,
108812,134,9,57,4,0,
111918,138,9,57,4,0,
112770,139,9,57,4,0,
113580,140,9,57,4,0,
114454,141,9,57,4,0,
116481,143,9,57,4,0,
119797,147,9,57,4,0,
120678,148,9,57,4,0,
121620,149,9,57,4,0,
124283,151,9,57,4,0,
130401,158,9,57,4,0,
131287,159,9,57,4,0,
132134,160,9,57,4,0,
133066,161,9,57,4,0,
133980,162,9,57,4,0,
140095,170,9,57,4,0,
140848,171,9,57,4,0,
150275,183,9,57,4,0,
151106,184,9,57,4,0,
152733,186,9,57,4,0,
158706,194,9,57,4,0,
159551,195,9,57,4,0,
162767,199,9,57,4,0,
172173,211,9,57,4,0,
175499,215,9,57,4,0,
181404,222,9,57,4,0,
182315,223,9,57,4,0,
183092,224,9,57,4,0,
184494,226,9,57,4,0,
187851,230,9,57,4,0,
195630,241,9,57,4,0,
199176,245,9,57,4,0,
201585,248,9,57,4,0,
202679,249,9,57,4,0,
210145,258,9,57,4,0,
210907,259,9,57,4,0,
211643,260,9,57,4,0,
213856,263,9,57,4,0,
214636,264,9,57,4,0,
216682,270,9,57,4,0,
217354,271,9,57,4,0,
218029,272,9,57,4,0,
222458,279,9,57,4,0,
234138,295,9,57,4,0,
235002,296,9,57,4,0,
235805,297,9,57,4,0,
236512,298,9,57,4,0,
242839,306,9,57,4,0,
251910,318,9,57,4,0,
252587,319,9,57,4,0,
253370,320,9,57,4,0,
254099,321,9,57,4,0,
267945,339,9,57,4,0,
268607,340,9,57,4,0,
269329,341,9,57,4,0,
270137,342,9,57,4,0,
275173,349,9,57,4,0,
275688,350,9,57,4,0,
285449,363,9,57,4,0,
286160,364,9,57,4,0,
286805,365,9,57,4,0,
287444,366,9,57,4,0,
287945,367,9,57,4,0,
288498,368,9,57,4,0,
289132,369,9,57,4,0,
289889,370,9,57,4,0,
296520,380,9,57,4,0,
297477,381,9,57,4,0,
298386,382,9,57,4,0,
299993,384,9,57,4,0,
305734,393,9,57,4,0,
306266,394,9,57,4,0,
306759,395,9,57,4,0,
309083,400,9,57,4,0,
312758,409,9,57,4,0,
316454,418,9,57,4,0,
316964,419,9,57,4,0,
318254,422,9,57,4,0,
318695,423,9,57,4,0,
330385,445,9,57,4,0,
330959,446,9,57,4,0,
336629,456,9,57,4,0,
337124,457,9,57,4,0,
337575,458,9,57,4,0,
339099,461,9,57,4,0,
340253,463,9,57,4,0,
340893,464,9,57,4,0,
352101,484,9,57,4,0,
354783,489,9,57,4,0,
355177,490,9,57,4,0,
356710,493,9,57,4,0,
