,pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
412888,661,15,13,1,25,
412889,661,15,14,4,0,
412890,661,15,19,4,0,
412891,661,15,33,1,1,1.0
412892,661,15,45,1,1,2.0
412893,661,15,64,1,10,
412894,661,15,92,4,0,
412895,661,15,97,1,13,
412896,661,15,98,1,6,
412897,661,15,104,4,0,
412898,661,15,156,4,0,
412899,661,15,164,4,0,
412900,661,15,168,4,0,
412901,661,15,175,1,16,
412902,661,15,182,4,0,
412903,661,15,207,4,0,
412904,661,15,211,1,48,
412905,661,15,211,4,0,
412906,661,15,213,4,0,
412907,661,15,214,4,0,
412908,661,15,216,4,0,
412909,661,15,218,4,0,
412910,661,15,237,4,0,
412911,661,15,241,4,0,
412912,661,15,263,4,0,
412913,661,15,269,4,0,
412914,661,15,289,2,0,
412915,661,15,315,4,0,
412916,661,15,332,4,0,
412917,661,15,355,1,21,
412918,661,15,355,4,0,
412919,661,15,363,1,29,
412920,661,15,366,1,45,
412921,661,15,366,2,0,
412922,661,15,369,4,0,
412923,661,15,382,1,41,
412924,661,15,488,1,34,
412925,661,15,488,4,0,
412926,661,15,496,4,0,
412927,661,15,501,2,0,
412928,661,15,512,1,39,
412929,661,15,512,4,0,
412930,661,15,590,4,0,
412931,661,16,13,1,25,1.0
412932,661,16,14,4,0,
412933,661,16,19,4,0,
412934,661,16,33,1,1,1.0
412935,661,16,45,1,1,2.0
412936,661,16,64,1,10,1.0
412937,661,16,92,4,0,
412938,661,16,97,1,13,1.0
412939,661,16,98,1,6,1.0
412940,661,16,104,4,0,
412941,661,16,156,4,0,
412942,661,16,164,4,0,
412943,661,16,168,4,0,
412944,661,16,173,3,0,
412945,661,16,175,1,16,1.0
412946,661,16,182,4,0,
412947,661,16,207,4,0,
412948,661,16,211,1,48,1.0
412949,661,16,211,4,0,
412950,661,16,213,4,0,
412951,661,16,214,4,0,
412952,661,16,216,4,0,
412953,661,16,218,4,0,
412954,661,16,237,4,0,
412955,661,16,241,4,0,
412956,661,16,257,3,0,
412957,661,16,263,4,0,
412958,661,16,269,4,0,
412959,661,16,289,2,0,
412960,661,16,289,3,0,
412961,661,16,290,4,0,
412962,661,16,315,4,0,
412963,661,16,332,4,0,
412964,661,16,355,1,21,1.0
412965,661,16,355,4,0,
412966,661,16,363,1,29,1.0
412967,661,16,366,1,45,1.0
412968,661,16,366,2,0,
412969,661,16,366,3,0,
412970,661,16,369,4,0,
412971,661,16,382,1,41,1.0
412972,661,16,488,1,34,1.0
412973,661,16,488,4,0,
412974,661,16,496,4,0,
412975,661,16,501,2,0,
412976,661,16,512,1,39,1.0
412977,661,16,512,4,0,
412978,661,16,590,4,0,
412979,661,17,13,1,25,
412980,661,17,14,4,0,
412981,661,17,19,4,0,
412982,661,17,33,1,1,1.0
412983,661,17,45,1,1,2.0
412984,661,17,64,1,10,
412985,661,17,92,4,0,
412986,661,17,97,1,13,
412987,661,17,98,1,6,
412988,661,17,104,4,0,
412989,661,17,156,4,0,
412990,661,17,164,4,0,
412991,661,17,168,4,0,
412992,661,17,175,1,16,
412993,661,17,182,4,0,
412994,661,17,207,4,0,
412995,661,17,211,1,48,
412996,661,17,211,4,0,
412997,661,17,213,4,0,
412998,661,17,214,4,0,
412999,661,17,216,4,0,
413000,661,17,218,4,0,
413001,661,17,237,4,0,
413002,661,17,241,4,0,
413003,661,17,263,4,0,
413004,661,17,269,4,0,
413005,661,17,289,2,0,
413006,661,17,315,4,0,
413007,661,17,332,4,0,
413008,661,17,355,1,21,
413009,661,17,355,4,0,
413010,661,17,363,1,29,
413011,661,17,366,1,45,
413012,661,17,366,2,0,
413013,661,17,369,4,0,
413014,661,17,382,1,41,
413015,661,17,488,1,34,
413016,661,17,488,4,0,
413017,661,17,496,4,0,
413018,661,17,501,2,0,
413019,661,17,512,1,39,
413020,661,17,512,4,0,
413021,661,17,526,4,0,
413022,661,17,590,4,0,
413023,661,18,13,1,25,
413024,661,18,14,4,0,
413025,661,18,19,4,0,
413026,661,18,33,1,1,1.0
413027,661,18,45,1,1,2.0
413028,661,18,64,1,10,
413029,661,18,92,4,0,
413030,661,18,97,1,13,
413031,661,18,98,1,6,
413032,661,18,104,4,0,
413033,661,18,156,4,0,
413034,661,18,164,4,0,
413035,661,18,168,4,0,
413036,661,18,175,1,16,
413037,661,18,182,4,0,
413038,661,18,207,4,0,
413039,661,18,211,1,48,
413040,661,18,211,4,0,
413041,661,18,213,4,0,
413042,661,18,214,4,0,
413043,661,18,216,4,0,
413044,661,18,218,4,0,
413045,661,18,237,4,0,
413046,661,18,241,4,0,
413047,661,18,263,4,0,
413048,661,18,269,4,0,
413049,661,18,289,2,0,
413050,661,18,315,4,0,
413051,661,18,332,4,0,
413052,661,18,355,1,21,
413053,661,18,355,4,0,
413054,661,18,363,1,29,
413055,661,18,366,1,45,
413056,661,18,366,2,0,
413057,661,18,369,4,0,
413058,661,18,382,1,41,
413059,661,18,488,1,34,
413060,661,18,488,4,0,
413061,661,18,496,4,0,
413062,661,18,501,2,0,
413063,661,18,512,1,39,
413064,661,18,512,4,0,
413065,661,18,526,4,0,
413066,661,18,590,4,0,
