,pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
300685,385,5,38,1,35,
300686,385,5,63,4,0,
300687,385,5,85,4,0,
300688,385,5,87,4,0,
300689,385,5,92,4,0,
300690,385,5,93,1,1,2.0
300691,385,5,94,1,20,
300692,385,5,94,4,0,
300693,385,5,104,4,0,
300694,385,5,113,4,0,
300695,385,5,115,4,0,
300696,385,5,129,1,10,
300697,385,5,148,4,0,
300698,385,5,156,1,5,
300699,385,5,156,1,30,
300700,385,5,156,4,0,
300701,385,5,182,4,0,
300702,385,5,201,4,0,
300703,385,5,216,4,0,
300704,385,5,218,4,0,
300705,385,5,219,4,0,
300706,385,5,237,4,0,
300707,385,5,240,4,0,
300708,385,5,241,4,0,
300709,385,5,247,4,0,
300710,385,5,248,1,40,
300711,385,5,263,4,0,
300712,385,5,270,1,15,
300713,385,5,273,1,1,1.0
300714,385,5,285,4,0,
300715,385,5,287,1,25,
300716,385,5,290,4,0,
300717,385,5,322,1,45,
300718,385,5,332,4,0,
300719,385,5,347,4,0,
300720,385,5,351,4,0,
300721,385,5,352,4,0,
300722,385,5,353,1,50,
300723,385,6,7,3,0,
300724,385,6,8,3,0,
300725,385,6,9,3,0,
300726,385,6,34,3,0,
300727,385,6,38,1,35,
300728,385,6,38,3,0,
300729,385,6,63,4,0,
300730,385,6,85,4,0,
300731,385,6,86,3,0,
300732,385,6,87,4,0,
300733,385,6,92,4,0,
300734,385,6,93,1,1,2.0
300735,385,6,94,1,20,
300736,385,6,94,4,0,
300737,385,6,102,3,0,
300738,385,6,104,4,0,
300739,385,6,111,3,0,
300740,385,6,113,4,0,
300741,385,6,115,4,0,
300742,385,6,118,3,0,
300743,385,6,129,1,10,
300744,385,6,129,3,0,
300745,385,6,138,3,0,
300746,385,6,148,4,0,
300747,385,6,156,1,5,
300748,385,6,156,1,30,
300749,385,6,156,4,0,
300750,385,6,164,3,0,
300751,385,6,173,3,0,
300752,385,6,182,4,0,
300753,385,6,189,3,0,
300754,385,6,196,3,0,
300755,385,6,201,4,0,
300756,385,6,203,3,0,
300757,385,6,207,3,0,
300758,385,6,214,3,0,
300759,385,6,216,4,0,
300760,385,6,218,4,0,
300761,385,6,219,4,0,
300762,385,6,223,3,0,
300763,385,6,237,4,0,
300764,385,6,240,4,0,
300765,385,6,241,4,0,
300766,385,6,244,3,0,
300767,385,6,247,4,0,
300768,385,6,248,1,40,
300769,385,6,263,4,0,
300770,385,6,270,1,15,
300771,385,6,273,1,1,1.0
300772,385,6,285,4,0,
300773,385,6,287,1,25,
300774,385,6,290,4,0,
300775,385,6,322,1,45,
300776,385,6,332,4,0,
300777,385,6,347,4,0,
300778,385,6,351,4,0,
300779,385,6,352,4,0,
300780,385,6,353,1,50,
300781,385,7,34,3,0,
300782,385,7,38,1,35,
300783,385,7,38,3,0,
300784,385,7,63,4,0,
300785,385,7,85,4,0,
300786,385,7,86,3,0,
300787,385,7,87,4,0,
300788,385,7,92,4,0,
300789,385,7,93,1,1,2.0
300790,385,7,94,1,20,
300791,385,7,94,4,0,
300792,385,7,102,3,0,
300793,385,7,104,4,0,
300794,385,7,113,4,0,
300795,385,7,115,4,0,
300796,385,7,118,3,0,
300797,385,7,129,1,10,
300798,385,7,138,3,0,
300799,385,7,148,4,0,
300800,385,7,156,1,5,
300801,385,7,156,1,30,
300802,385,7,156,4,0,
300803,385,7,164,3,0,
300804,385,7,182,4,0,
300805,385,7,201,4,0,
300806,385,7,216,4,0,
300807,385,7,218,4,0,
300808,385,7,219,4,0,
300809,385,7,237,4,0,
300810,385,7,240,4,0,
300811,385,7,241,4,0,
300812,385,7,247,4,0,
300813,385,7,248,1,40,
300814,385,7,263,4,0,
300815,385,7,270,1,15,
300816,385,7,273,1,1,1.0
300817,385,7,285,4,0,
300818,385,7,287,1,25,
300819,385,7,290,4,0,
300820,385,7,322,1,45,
300821,385,7,332,4,0,
300822,385,7,347,4,0,
300823,385,7,351,4,0,
300824,385,7,352,4,0,
300825,385,7,353,1,50,
300826,385,8,38,1,40,
300827,385,8,63,4,0,
300828,385,8,85,4,0,
300829,385,8,86,4,0,
300830,385,8,87,4,0,
300831,385,8,92,4,0,
300832,385,8,93,1,1,2.0
300833,385,8,94,1,20,
300834,385,8,94,4,0,
300835,385,8,104,4,0,
300836,385,8,113,4,0,
300837,385,8,115,4,0,
300838,385,8,129,1,10,
300839,385,8,138,4,0,
300840,385,8,148,4,0,
300841,385,8,156,1,5,
300842,385,8,156,1,30,
300843,385,8,156,4,0,
300844,385,8,164,4,0,
300845,385,8,182,4,0,
300846,385,8,201,4,0,
300847,385,8,203,4,0,
300848,385,8,207,4,0,
300849,385,8,214,4,0,
300850,385,8,216,4,0,
300851,385,8,218,4,0,
300852,385,8,219,4,0,
300853,385,8,237,4,0,
300854,385,8,240,4,0,
300855,385,8,241,4,0,
300856,385,8,244,4,0,
300857,385,8,247,4,0,
300858,385,8,248,1,55,
300859,385,8,263,4,0,
300860,385,8,270,1,15,
300861,385,8,273,1,1,1.0
300862,385,8,278,4,0,
300863,385,8,285,4,0,
300864,385,8,287,1,25,
300865,385,8,290,4,0,
300866,385,8,322,1,60,
300867,385,8,332,4,0,
300868,385,8,347,4,0,
300869,385,8,351,4,0,
300870,385,8,352,4,0,
300871,385,8,353,1,70,
300872,385,8,356,1,45,
300873,385,8,361,1,50,
300874,385,8,363,4,0,
300875,385,8,369,4,0,
300876,385,8,374,4,0,
300877,385,8,387,1,65,
300878,385,8,409,4,0,
300879,385,8,412,4,0,
300880,385,8,416,4,0,
300881,385,8,428,1,35,
300882,385,8,430,4,0,
300883,385,8,433,4,0,
300884,385,8,446,4,0,
300885,385,8,447,4,0,
300886,385,8,451,4,0,
300887,385,9,7,3,0,
300888,385,9,8,3,0,
300889,385,9,9,3,0,
300890,385,9,38,1,40,
300891,385,9,63,4,0,
300892,385,9,85,4,0,
300893,385,9,86,4,0,
300894,385,9,87,4,0,
300895,385,9,92,4,0,
300896,385,9,93,1,1,2.0
300897,385,9,94,1,20,
300898,385,9,94,4,0,
300899,385,9,104,4,0,
300900,385,9,113,4,0,
300901,385,9,115,4,0,
300902,385,9,129,1,10,
