,pokemon_id,version_group_id,move_id,pokemon_move_method_id,level,order
95031,116,1,36,4,0,
95032,116,1,38,4,0,
95033,116,1,43,1,24,
95034,116,1,55,1,30,
95035,116,1,55,4,0,
95036,116,1,56,1,45,
95037,116,1,57,4,0,
95038,116,1,58,4,0,
95039,116,1,59,4,0,
95040,116,1,61,4,0,
95041,116,1,92,4,0,
95042,116,1,97,1,37,
95043,116,1,99,4,0,
95044,116,1,102,4,0,
95045,116,1,104,4,0,
95046,116,1,108,1,19,
95047,116,1,117,4,0,
95048,116,1,129,4,0,
95049,116,1,130,4,0,
95050,116,1,145,1,1,
95051,116,1,156,4,0,
95052,116,1,164,4,0,
